stage-name,dow,bname,gname,gender,dob,dod,role type,picture pointer,notes,award,,,,
Patrick Swayze,1983-1990,,Swazey,M,1952,199x,R:hero,Am,,,,,,
Bob Sweeney,1960,Sweeney,fn,M,,199x,R:warm, half bald,Am,,,,,
Blanche Sweet,1911-1930,Wayne,Daphne,F,1895,1986,R:silent heroine,Am,,,,,,
Dolph Sweet,1961-1981,Sweet,Dolph,M,,,R:barrel-chested,Am,,,,,,
Inga Swenson,1961-1979,Swenson,Inga,F,1932,199x,RU:,Am,,,,,,
Stanley Swerdlow,,,,M,[1],199x,RU:,Un,,,,,,
Nora Swinburne,1930-1971,Johnson,Elinore,F,1902,199x,RU:,Br,,,,,,
Loretta Swit,1972-1981,Swit,Loretta,F,1937,199x,R:comedy,Am,,,,,,
Carl (`Alfalfa') Switzer,1937-1958,Switzer,Carl,M,1926,1959,R:character,Am,,,,,,
Ken Swofford,1964-1982,Swofford,Ken,M,,,R:burly,Am,,,,,,
Basil Sydney,1920-1960,Nugent,Basil,M,1894,1968,R:heavy roles,Br,,,,,,
Eric Sykes,1961-1983,Sykes,Eric,M,1923,199x,R:comedian,Br,,,,,,
Harold Sylvester,,,,M,[1],199x,RU:,Un,,,,,,
William Sylvester,1950-1978,Sylvester,William,M,1922,199x,R:lead,Am,,,,,,
Sylvie,1937-1964,Sylvain,Louise,F,1883,1970,R:character,Fr,,,,,,
Donald Symington,,,,M,[1],199x,RU:,Un,,,,,,
Sylvia Syms,1956-1974,Syms,Sylvia,F,1934,199x,R:lead,Br,,,,,,
Mr. T,,,,M,,199x,RU:,Un,,,,,,
Sidney Tafler,1946-1977,Tafler,Sidney,M,1916,1979,R:character,Br,,,,,,
George Takei,,,,M,[1],199x,RU:,Un,,,,,,
Lyle Talbot,1917-1987,Talbot,Lyle,M,1902,199x,R:hood,Am,,,,,,
Constance Talmadge,1915-1929,Talmadge,Constance,F,1898,1973,R:silent heroine,Am,,,,,,
Norma Talmadge,1914-1930,Talmadge,Norma,F,1893,1969,R:lead, silent,Am,,,,,
William Talman,1949-1967,Talman,William,M,1915,1968,R:crook, cop,Am,,,,,
Tetsuro Tamba,1961-1975,Tamba,Tetsuro,M,1929,199x,RU:,Ja,,,,,,
Russ Tamblyn,1950-1975,Tamblyn,Russ,M,1934,199x,R:buoyant dancer, tumbler,Am,,,,,
Zoe Tamerlis,1981,Tamerlis,Zoe,F,1965,199x,RU:,Un,,,,,,
Akim Tamiroff,1934-1968,Tamiroff,Akim,M,1899,1972,R:character,Ru; Armenian,,,,,,
Mary Tamm,,,,F,[1],199x,RU:,Un,,,,,,
Jessica Tandy,1944-1989,Tandy,Jessica,F,1909,1994,R:dignified charm,Br,,,,,,
Yoki Tani,1957-1966,Tani,Yoki,F,1932,199x,R:lead,Ja,,,,,,
Tony Tanner,1964-1966,Tanner,Tony,M,1932,199x,R:light,Br,,,,,,
Colin Tapley,1934-1956,Tapley,Colin,M,1911,199x,R:character,NZ,,,,,,
Quentin Tarantino,1992-1994,Tarantino,Quentin,M,Un,199x,R:tough,Am,,,,,,
Lilyan Tashman,1921-1933,Tashman,Lilyan,F,1899,1934,R:silent sophisticate,Am,,,,,,
Reba Tassel,1956,Tassel,Reba,F,,,R:nice girl,Am,,,,,,
Reginald Tate,1935-1955,Tate,Reginald,M,1896,1955,R:character,Br,,,,,,
Sharon Tate,1967-1969,Tate,Sharon,F,1943,1969,R:lead,Am,,,,,,
Jaques Tati,1949-1974,Tati,Jaques,M,1908,1982,R:pantomimist,Fr,,,,,,
Sven-Bertil Taube,1970-1979,Taube,Sven-Bertil,M,,,R:lead,Sw,,,,,,
Richard Tauber,1931-1945,Tauber,Richard,M,1892,1948,R:operatic tenor,Os,,,,,,
Vic Tayback,1968-1977,Tayback,Vic,M,,1990,R:tough-looking,Am,,,,,,
Alma Taylor,1909-1957,Taylor,Alma,F,1895,1974,R:silent screen,Br,,,,,,
Delores Taylor,,,,F,[1],199x,RU:,Un,,,,,,
Don Taylor,1948-1957,Taylor,Don,M,1920,199x,R:light lead,Am,,,,,,
Dub Taylor,,,,M,[1],199x,RU:,Un,,,,,,
Elizabeth Taylor,1942-1977,Taylor,Elizabeth,M,1932,199x,R:beauty,Am,,,,,,
Estelle Taylor,1922-1928,Boylan,Estelle,F,1899,1958,RU:,Am,,,,,,
George Taylor,,,,M,[1],199x,RU:,Un,,,,,,
Kent Taylor,1932-1973,Weiss,Louis,M,1907,199x,R:suave,Am,,,,,,
Kit Taylor,,,,,[1],199x,RU:,Un,,,,,,
Laurette Taylor,1922,Cooney,Laurette,F,1884,1946,R:lead,Am,,,,,,
Renee Taylor,,,,F,[1],199x,RU:,Un,,,,,,
Rip Taylor,,,,M,[1],199x,RU:,Un,,,,,,
Robert Taylor,1934-1968,Brugh,Spangler Arlington,M,1911,1969,R:durable,Am,,,,,,
Rod Taylor,1954-1983,Taylor,Robert,M,1929,199x,R:lead,Au,,,,,,
Sharon Taylor,,,,F,[1],199x,RU:,Un,,,,,,
Valerie Taylor,1942,Taylor,Valerie,F,,1988,R:sr,Ct,,,,,,
Vaughn Taylor,1960,,,M,[1],199x,RU:,Un,,,,,,
Zack Taylor,,,,M,[1],199x,RU:,Un,,,,,,
Leigh TaylorYoung,1968-1981,Taylor-Young,Leigh,F,1944,199x,R:lead,Am,,,,,,
Ray Teal,1940-1971,Teal,Ray,M,1902,1976,R:character,Am,,,,,,
Conway Tearle,1918-1936,Levy,Frederick,M,1878,1938,R:lead,Am,,,,,,
Godfrey Tearle,1906-1953,Tearle,Sir Godfrey,M,1884,1953,R:distinguished,Br,,,,,,
Verree Teasdale,1929-1941,Teasdale,Verree,F,1904,199x,R:sophisticated or suspicious,Am,,,,,,
Shirley Temple,1932-1949,Temple,Shirley,F,1928,199x,R:child prodigy,Am,,,,,,
Victoria Tennant,1972-1983,Tennant,Victoria,F,1950,199x,R:lead,Br,,,,,,
William Tepper,,,,M,[1],199x,RU:,Un,,,,,,
Ellaline Teriss,1922-1939,Lewin,Ellen,F,1871,1971,R:beautiful,Br,,,,,,
Alice Terry,1916-1928,Taafe,Alice,F,1899,199x,R:silent lead,Am,,,,,,
Don Terry,1928-1943,Locher,Donald,M,1902,199x,R:hero,Am,,,,,,
Ellen Terry,1917-1922,Terry,Ellen,F,1848,1928,R:distinguished,Br,,,,,,
Harry Terry,,,,M,[1][1],199x,RU:,Un,,,,,,
Nigel Terry,,,,M,[1],199x,RU:,Un,,,,,,
Philip Terry,1941-1947,Terry,Philip,M,1909,199x,R:lead,Am,,,,,,
TerryThomas,1966-1977,Terry-Thomas,gn,M,,1990,R:sr,Ct,,,,,,
Laurent Terzieff,1958-1978,Terzieff,Laurent,M,,199x,R:lead,Fr,,,,,,
Desmond Tester,1935-1974,Tester,Desmond,M,1919,199x,R:boy,Br,,,,,,
Joan Tetzel,1946-1965,Tetzel,Joan,F,1924,1977,R:lead,Am,,,,,,
Lauren Tewes,,,,F,[1],199x,RU:,Un,,,,,,
Heather Thatcher,1917-1955,Thatcher,Heather,F,1897,199x,R:light,Br,,,,,,
Torin Thatcher,1934-1967,Thatcher,Torin,M,1905,1981,R:tough-looking,Br,,,,,,
John Thaw,1962-1978,Thaw,John,M,1942,199x,R:rough-speaking,Br,,,,,,
Phyllis Thaxter,1944-1972,Thaxter,Phyllis,F,1921,199x,R:lead,Am,,,,,,
Lorna Thayer,,,,F,[1],199x,RU:,Un,,,,,,
Joe Theismann,,,,M,[1],199x,RU:,Un,,,,,,
Jodi Thelen,,,,F,[1],199x,RU:,Un,,,,,,
Charlize Theron,1994,,,F,,199x,RU:,SA,,,,,,
Ernest Thesiger,1929-1961,Thesiger,Ernest,M,1879,1961,R:skeletal-looking,Br,,,,,,
Jack Thibeau,,,,M,[1],199x,RU:,Un,,,,,,
Ursula Thiess,1952-1955,Thiess,Ursula,F,1929,199x,R:lead,Ge,,,,,,
Helene Thimig,1944-1947,Thimig,Helene,F,1889,1974,R:character,Ge,,,,,,
Roy Thinnes,1964-1979,Thinnes,Roy,M,1938,199x,R:stocky,Am,,,,,,
Brondon Thomas,,,,M,[1],199x,RU:,Un,,,,,,
Danny Thomas,1947-1977,Yakhoob (Jacobs),Muzyad (Amos),M,1914,1991,R:comedian,Am,,,,,,
Heather Thomas,,,,F,[1],199x,RU:,Un,,,,,,
Henry Thomas,,,,M,[1],199x,RU:,Un,,,,,,
Jameson Thomas,1927-1938,Thomas,Jameson,M,1892,1939,R:`the other man',Br,,,,,,
Kristin Scott Thomas,,,,F,[1],199x,RU:,Un,,,,,,
Marlo Thomas,1964-1977,Thomas,Margaret,F,1944,199x,R:lead,Am,,,,,,
Richard Thomas,1969-1980,Thomas,Richard,M,1951,199x,R:juvenile lead,Am,,,,,,
Terry Thomas,1956-1977,Hoar-Stevens,Terry Thomas,M,1911,199x,R:gap-toothed,Br,,,,,,
Tim Thomerson,,,,M,[1],199x,RU:,Un,,,,,,
Carlos Thompson,1953-1966,Mundanschaffter,Juan Carlos,M,1916,1990,R:insightful,Ar,,,,,,
Derek Thompson,,,,M,[1],199x,RU:,Un,,,,,,
Dorri Thompson,,,,,UN,,RU:,Cit(1),,,,,,
Emma Thompson,1989-1993,Thompson,Emma,F,,199x,R:collected,,,,,,,
Fred Thompson,1990-1997,Fred,Thompsn,M,dob,1997+,RU:,Am,,,,,,
Eric Thompson,1971,Thompson,Eric,M,1929,1982,RU:,Br,,,,,,
Hal Thompson,,,,M,[1],199x,RU:,Un,,,,,,
J.Lee Thompson,,Lee Thompson,J.Lee,M,1914,199x,RU:,Br,,,,,,
Jack Thompson,1970-1983,Payne,John,M,1940,199x,R:lead,Au,,,,,,
Lea Thompson,,,,F,[1],199x,RU:,Un,,,,,,
Linda Thompson,,,,F,,199x,RU:,Un,,,,,,
Kay Thompson,,,,F,,199x,RU:,Un,,,,,,
Kim Thompson,,,,F,,199x,RU:,Un,,,,,,
Marshall Thompson,1944-1977,Thompson,Marshall,M,1925,199x,R:lead,Am,,,,,,
Sada Thompson,1970-1979,Thompson,Sada,M,1929,199x,R:gentle-looking,Am,,,,,,
Shawn Thompson,,,,M,[1],199x,RU:,Un,,,,,,
Martha Thomsen,,,,F,[1][23],199x,RU:,Un,,,,,,
Fred Thomson,1922-1928,Thomson,Fred,M,1890,1928,R:cowboy,Am,,,,,,
Sybil Thorndyke,1921-1961,Thorndyke,Sybil Dame,F,1882,1976,R:distinguished,Br,,,,,,
Frank Thornton,1968-1973,Thornton,Frank,M,1921,199x,R:comic,Br,,,,,,
Sigrid Thornton,1980-1983,Thornton,Sigrid,F,1959,199x,R:lead,Au,,,,,,
Frank Thring,1959-1961,Thring,Frank,M,,,RU:,Au,,,,,,
Thu Thuy,,,,,[1],199x,R:tootsie,Vi,,,,,,
Ingrid Thulin,1955-1977,Thulin,Ingrid,F,1929,199x,R:lead,Sw,,,,,,
Bill Thurman,,,,M,[1][23],199x,RU:,Un,,,,,,
Theodora Thurman,,,,F,[1][23],199x,RU:,Un,,,,,,
Uma Thurman,1987-1993,Thurman,Uma,F,1971,199x,R:guarded,Am,,,,,,
Tiana,1975,Nga,Tiana Thi Thanh,F,19aa,199x,R:sr,Vi,,,,,,
Lawrence Tibbett,1930-1937,Tibbett,Lawrence,M,1896,1960,R:opera star,Am,,,,,,
Joseph Ticka,,,,M,[1],199x,RU:,Un,,,,,,
Cheryl Tiegs,,Tiegs,Cheryl,F,,199x,R:slim,Am,,,,,,
Gene Tierney,1940-1969,Tierney,Gene,F,1920,1991,R:good girl,Am,,,,,,
Lawrence Tierney,1944-1982,Tierney,Lawrence,M,1919,199x,R:`tough guy',Am,,,,,,
Zeffie Tilbury,1921-1945,Tilbury,Zeffie,F,1863,1950,R:character,Am,,,,,,
Nadja Tiller,1959-1968,Tiller,Nadja,F,1929,199x,R:rich girl,Os,,,,,,
Mel Tillis,,,,M,[1],199x,RU:,Un,,,,,,
Johnny Tillotson,,,,M,[1],199x,RU:,Un,,,,,,
Jennifer Tilly,,Tilly,Jennifer,F,,199x,R:dizzy,Am,,,,,,
Meg Tilly,1982-1994,Tilly,Meg,F,1960,199x,RU:,Am,,,,,,
Charlene Tilton,,,,F,[1],199x,RU:,Un,,,,,,
Martha Tilton,1941-1956,Tilton,Martha,F,1915,199x,R:singer,Am,,,,,,
Charles Tingwell,1948-1975,Tingwell,Charles,M,1917,199x,R:self-effacing roles,Au,,,,,,
Kenneth Tobey,1949-1977,Tobey,Kenneth,M,1919,199x,R:character,Am,,,,,,
George Tobias,1940-1966,Tobias,George,M,1901,1980,R:character,Am,,,,,,
Oliver Tobias,1978-1983,Tobias,Oliver,M,1947,199x,R:saturnine,Br,,,,,,
Dan Tobin,1938-1973,Tobin,Dan,M,1909,1982,R:character,Am,,,,,,
Genevieve Tobin,1931-1939,Tobin,Genevieve,F,1901,1975,R:vivacious,Am,,,,,,
Ann Todd,1931-1979,Todd,Ann,F,1909,199x,R:blonde,Br,,,,,,
Ann Todd,1939-1952,Mayfield,Ann Todd,F,1932,199x,R:child star,Am,,,,,,
Richard Todd,,Todd,Richard,M,1919,199x,R:lead,Br,,,,,,
Thelma Todd,1926-1935,Todd,Thelma,F,1905,1935,R:perky blonde,Am,,,,,,
Ugo Tognazzi,1961-1980,Tognazzi,Ugo,M,1922,1990,R:lead,It,,,,,,
Sidney Toler,1929-1947,Toler,Sidney,M,1878,1947,R:detective,Am,,,,,,
Marilu Tolo,,,,M,[1][23],199x,RU:,Un,,,,,,
Jeana Tomasina,,,,F,[1][23],199x,RU:,Un,,,,,,
Marisa Tomei,1991,Tomei,Marisa,F,[1][23],199x,R:slinky, fun,Am,,,,,
Andrew Tombes,1933-1955,Tombes,Andrew,M,1889,197x,R:cop,Am,,,,,,
Lily Tomlin,1975-1980,Tomlin,Lily,F,1939,199x,R:comedy actress,Am,,,,,,
David Tomlinson,1940-1980,Tomlinson,David,M,1917,199x,R:amiable,Br,,,,,,
Franchot Tone,1932-1968,Tone,FN{Stanislas Pascal Franchot,M,1905,1968,R:lead,Am,,,,,,
Regis Toomey,1928-1977,Toomey,Regis,M,1902,1991,R:character,Am,,,,,,
Geoffrey Toonen,,,,M,[1],199x,RU:,Un,,,,,,
Topol,1965-1983,Topol,Chaim,M,1935,199x,R:lead,Is,,,,,,
Marta Toren,1948-1954,Toren,Marta,F,1926,1957,R:lead,Sw,,,,,,
Mel Tormé,1943-1966,Tormé,Mel,M,1923,199x,R:amiable singer,Am,,,,,,
Rip Torn,1956-1983,Torn,Elmore,M,1931,199x,R:general purpose,Am,,,,,,
David Torrence,1921-1935,Torrence,David,M,1864,1951,R:silent,Br; Scots,,,,,,
Ernest Torrence,1921-1933,Torrence,Ernest,M,1878,1933,R:villain, silent,Br; Scots,,,,,
Raquel Torres,1928-1936,Osterman,Paula Marie,F,1908,199x,R:lead,Am,,,,,,
Toto,1950,gn,fn,M,,199x,R:comic,It,,,,,,
Audrey Totter,1944-1979,Totter,Audrey,F,1918,199x,R:`hard-boiled',Am,,,,,,
Tamara Toumanova,1966,,,F,[1],199x,R:ballet dancer,,,,,,,
Harry Townes,,,,M,[1],199x,RU:,Un,,,,,,
Jill Townsend,,,,F,[1],199x,RU:,Un,,,,,,
Patrice Townsend,,,,F,[1],199x,RU:,Un,,,,,,
Stuart Townsend,1995-1998,Fn,Gn,M,,199x,RU:,Ir,,,,,,
J.R. Tozer,,,,M,[1],199x,RU:,Un,,,,,,
Arthur Tracy,1932-1938,Rosenberg,Harry,M,1903,199x,R:singer,Am,,,,,,
Lee Tracy,1929-1953,Tracy,Lee,M,1898,1968,R:nasal delivery,Am,,,,,,
Spencer Tracy,1930-1967,,,M,1900,1968,RU:,Un,,,,,,
William Tracy,1938-1956,Tracy,William,M,1917,1967,R:sly or dumb,Am,,,,,,
Mary Ellen Trainor,,,,F,[1],199x,RU:,Un,,,,,,
Helen Traubel,1954-1967,Traubel,Helen,F,1899,1972,R:soprano,Am,,,,,,
Daniel J. Travanti,,,,M,[1],199x,RU:,Un,,,,,,
Bill Travers,1954-1977,Travers,Bill,M,1922,199x,R:tall lead,Br,,,,,,
Henry Travers,1932-1949,Heagerty,Travers,M,1874,1965,R:benign old gentleman,Br,,,,,,
Jemru Travers,,,,M,[1],199x,RU:,Un,,,,,,
Linden Travers,1935-1949,Lindon-Tavers,Florence,M,1913,199x,R:lead,Br,,,,,,
Nancy Travis,1987-1990,Travis,Nancy,F,,199x,R:steamy,Am,,,,,,
Richard Travis,1941-1955,Justice,William,M,1913,199x,R:lead,Am,,,,,,
John Travolta,1975-1983,Travolta,John,M,1954,199x,R:long-limbed dancer,Am,,,,,,
Arthur Treacher,1934-1964,Veary,Arthur Treacher,M,1894,1975,R:butler,Br,,,,,,
David Tree,1937-1940,Tree,David,M,1915,199x,R:comedy actor,Br,,,,,,
Mary Treen,1935-1956,Treen,Mary,F,1907,199x,R:nurse, office girl, plain friend,Am,,,,
Luis Trenker,1926-1962,Trenker,Luis,M,1893,,R:mountain lead,Ge,,,,,,
Noel Trevarthen,,,,M,[1],199x,RU:,Un,,,,,,
Austin Trevor,1930-1959,Schilsky,A.,M,1897,1978,R:character,Br,,,,,,
Claire Trevor,1933-1967,Wemlinger,Claire,F,1909,199x,R:character,Am,,,,,,
Jack Trevor,,,,M,[1],199x,RU:,Un,,,,,,
Les Tremayne,1960,,,M,[1],199x,RU:,Un,,,,,,
Ivan Triesault,1943-1966,Triesault,Ivan,M,1898,1980,R:small-part,Eastern European,,,,,,
Trigger,1938-1947,Tigger,none,A,1932,1965,R:trick horse,Am,,,,,,
Tommy Trinder,1938-1964,Trinder,Tommy,M,1909,1989,R:music hall star,Br,,,,,,
JeanLouis Trintignant,1955-1983,Trintignant,Jean-Louis,M,1930,199x,R:lead,Fr,,,,,,
Jeanne Tripplehorn,1992-1993,Tripplehorn,Jeanne,F,1964,199x,R:attractive,Am,,,,,,
Dorothy Tristan,,,,F,[1],199x,RU:,Un,,,,,,
Massimo Troisi,1995,Troisi,Massimo,M,1953,1994,RU:,Un,,,,,,
Judy Trott,,,,F,[1],199x,RU:,Un,,,,,,
Patrick Troughton,1948-1976,Troughton,Patrick,M,1920,1987,R:malevolent roles,Br,,,,,,
Cecil Trouncer,1938-1954,Trouncer,Cecil,M,1898,1953,R:resonant diction,Br,,,,,,
Charles Trowbridge,1931-1957,Trowbridge,Charles,M,1882,1967,R:professor, kindly father,Am,,,,,
Michael Trubshawe,1965,Trubshawe,Michael,M,,1985,R:sr,Ct,,,,,,
Ernest Truex,1933-1965,Truex,Ernest,M,1890,1973,R:`little man',Am,,,,,,
Francois Truffaut,,Truffaut,Francois,M,1932,199x,RU:,Un,,,,,,
Ralph Truman,1944-1971,Truman,Ralph,M,1900,1977,R:character,Br,,,,,,
Natalie Trundy,1957-1973,Trundy,Natalie,F,,,R:lead,Am,,,,,,
Tom Tryon,1955-1978,Tryon,Thomas,M,1919,1991,R:lead,Am,,,,,,
Paris Tselios,,,,M,[1],199x,RU:,Un,,,,,,
Irene Tsu,1966-1975,Tsu,Irene,F,1943,199x,R:glamour girl,Ch,,,,,,
William Tubbs,1946-1951,Tubbs,William,M,1909,1953,R:portly,Am,,,,,,
Forrest Tucker,1940-1979,Tucker,Forrest,M,1919,1986,R:rugged,Am,,,,,,
Michael Tucker,,,,M,[1],199x,RU:,Un,,,,,,
Sophie Tucker,1929-1944,Abuza,Sophia,F,1884,1966,R:lead,Ru,,,,,,
Sonny Tufts,1943-1967,Tufts,Bowen Charleston,M,1911,1970,R:singer,Am,,,,,,
Tom Tully,1944-1959,Tully,Tom,M,1896,1982,R:tough-looking, soft-hearted,Am,,,,,
Ann Turkel,1974-1980,Turkel,Ann,F,,,R:lead,,,,,,,
Elizabeth Turner,,,,F,[1],199x,RU:,Un,,,,,,
Guinevere Turner,1994,Turner,Guinevere,F,1968,199x,R:hip lesbian,,,,,,,
Florence Turner,1910-1921,Turner,Florence,F,1887,1946,RU:,Am,,,,,,
Janine Turner,1982-1993,Turner,Janine,F,1964,199x,R:sexy,Am,,,,,,
John Turner,1960-1964,Turner,John,M,1932,199x,R:lead,Br,,,,,,
Kathleen Turner,1982-1993,,,F,1954,199x,R:cool, intense,Un,,,,,
Lana Turner,1937-1982,Turner,Judy Julia,F,1920,199x,R:lead,Am,,,,,,
Tina Turner,,,,F,[1],199x,R:singer,Am,,,,,,
Ben Turpin,1919-1930,Turpin,Ben,M,1874,1940,R:cross-eyed,Am,,,,,,
Rita Tushingham,1961-1975,Tushingham,Rita,F,1940,199x,R:character,Br,,,,,,
Dorothy Tutin,1952-1972,Tutin,Dorothy,F,1930,199x,R:lead,Br,,,,,,
Lurene Tuttle,1960,,,F,[1],199x,RU:,Un,,,,,,
Shannon Tweed,1983-1992,Tweed,Shannon,F,[1],199x,R:elegant sexy,Am,,,,,,
Tracy Tweed,,Tweed,Tracy,F,[1],199x,RU:,Am,,,,,,
Helen Twelvetrees,1929-1937,Jurgens,Helen,F,1908,1958,R:lead,Am,,,,,,
Twiggy,1971-1980,Hornby,Lesley,F,1946,199x,R:fashion model,Br,,,,,,
Beverly Tyler,1943-1947,Tyler,Beverly,F,1924,199x,R:lead,Am,,,,,,
Beverly Tyler,1943-1947,Tyler,Beverly,F,1924,199x,R:lead,Am,,,,,,
Liv Tyler,1993,Tyler,Liv,F,,,R:tall, nice,Am,,,,,
Charles Tyner,,,,M,[1],199x,RU:,Un,,,,,,
Susan Tyrrell,1976-1977,Tyrrell,Susan,F,1946,199x,R:lead,Am,,,,,,
Cicely Tyson,1966-1979,Tyson,Cicely,F,1933,199x,R:black, lead,Am,,,,,
Margaret Tyzack,1964-1979,Tyzack,Margaret,F,1933,199x,R:character,Br,,,,,,
Meier Tzelniker,1944-1967,Tzelniker,Meier,M,1894,199x,R:character,Br,,,,,,
Leslie Uggams,1972-1979,Uggams,Leslie,F,1943,199x,R:black gamine,Am,,,,,,
Liv Ullmann,1959-1978,Ullmann,Liv,F,1939,199x,R:lead,No,,,,,,
Tracey Ullman,1980-1990,Ullmann,Tracey,F,1959,199x,R:comic,Br,,,,,,
Leonore Ulric,1923-1947,Ulrich,Leonore,F,1892,1970,RU:,Am,,,,,,
Miyoshi Umeki,1957-1963,Umeki,Miyoshi,F,1929,199x,R:lead,Ja,,,,,,
Edward Underdown,1933-1972,Underdown,Edward,M,1908,199x,RU:,Br,,,,,,
Mary Ure,1955-1971,Ure,Mary,F,1933,1975,R:lead,Br,,,,,,
Minerva Urecal,1937-1964,Urecal,Minerva,F,1896,1966,R:nasty,Am,,,,,,
Robert Urich,,,,M,[1],199x,RU:,Un,,,,,,
Robert Urquhart,1951-1974,Urquhart,Robert,M,1922,199x,R:character,Br(Scot),,,,,,
Peter Ustinov,1940-1982,Ustinov,Peter,M,1921,199x,R:garrulous, hirsute,Br,,,,,
Badi Uzza,,,,,[1],199x,RU:,Un,,,,,,
Brenda Vaccaro,1969-1979,Vaccaro,Brenda,F,1939,199x,R:character,Am,,,,,,
Vera Vague,,,,F,[1],199x,RU:,Un,,,,,,
Karen Valentine,1969-1978,Valentine,Karen,F,1948,199x,R:light,Am,,,,,,
Rudolph Valentino,1914-1926,d'Antonguolla,Rodolpho,M,1895,1926,R:romantic idol,Am,,,,,,
Frederick Valk,1940-1955,Valk,Frederick,M,1901,1956,R:heavyweight,Cz,,,,,,
Rudy Vallee,1929-1976,Vallee,Hubert,M,1901,1986,R:character comedian,Am,,,,,,
Alida Valli,1936-1982,Altenburger,Alida Maria,F,1921,199x,R:starchy beauty,It,,,,,,
Romolo Valli,,,,M,[1],1980,RU:,Un,,,,,,
Virginia Valli,1917-1932,McSweeny,Virginia,F,1898,1968,R:porcelein innocent heroine,Am,,,,,,
Raf Vallone,1948-1979,Vallone,Raf,M,1916,199x,R:lead,It,,,,,,
Saverio Vallone,,,,M,[1],199x,RU:,Un,,,,,,
Bobby Van,1952-1973,Stein,Robert,M,1930,1980,R:song-and-dance man,Am,,,,,,
Irene Vanbrugh,1927-1937,Barnes,Irene,F,1872,1949,R:distinguished,Br,,,,,,
Vivian Vance,1950-1965,Vance,Vivian,F,1911,1979,R:cheerful,Am,,,,,,
Lee VanCleef,1952-1982,Van Cleef,Lee,M,1925,1989,R:sneaky western villain,Am,,,,,,
Jose vanDam,1989,vanDam,José,M,[1],199x,R:singer,Be,,,,,,
Trish VanDevere,1970-1980,Van Devere,Trish,F,1943,199x,R:lead,Am,,,,,,
Mamie VanDoren,1954-1966,Olander,Joan Lucille,F,1933,199x,R:blonde bombshell,Am,,,,,,
Barry VanDyke,,,,M,[1],199x,RU:,Un,,,,,,
Conny VanDyke,,,,F,[1],199x,RU:,Un,,,,,,
Dick VanDyke,1963-1982,Van Dyke,Dick,M,1925,199x,R:lanky comedian,Am,,,,,,
Charles Vanel,1933-1979,Vanel,Charles,M,1892,1989,R:character,Fr,,,,,,
Peter VanEyck,1942-1969,Van Eyck,Peter,M,1911,1969,RU:,Ge,,,,,,
John VanEyssen,1956-1960,Van Eyssen,John,M,1925,199x,RU:,SA(frican),,,,,,
Jo VanFleet,1955-1976,Van Fleet,Jo,F,1919,199x,R:character,Am,,,,,,
Kevin VanHentenryck,,,,M,[1],199x,RU:,Un,,,,,,
Jon VanNess,,,,M,[1],199x,RU:,Un,,,,,,
Rik VanNutter,,,,M,[1],199x,RU:,Un,,,,,,
Nina VanPallandt,1973-1980,Van Pallandt,Nina,F,1932,199x,R:singer,Da,,,,,,
Dick VanPatten,1972-1977,Van Patten,Dick,M,1928,199x,R:chubby,Am,,,,,,
Jimmie VanPatten,,Van Patten,James,M,[1],199x,RU:,Un,,,,,,
Joyce VanPatten,1958-1975,Van Patten,Joyce,F,1934,199x,R:lead,Am,,,,,,
Timothy VanPatten,,,,M,[1],199x,RU:,Un,,,,,,
Vincent VanPatten,,,,M,[1],199x,RU:,Un,,,,,,
Deborah VanRhyn,,,,F,[1],199x,RU:,Un,,,,,,
Luis VanRooten,1944-1955,Van Rooten,Luis,M,1906,1973,R:character,Me,,,,,,
Edward VanSloan,1930-1947,Van Sloan,Edward,M,1882,1964,R:elderly professor,Am,,,,,,
Deborah VanValkenburgh,,,,F,[1],199x,RU:,Un,,,,,,
Monique VanVooren,,,,F,[1],199x,RU:,Un,,,,,,
Philip VanZandt,1941-1957,Van Zandt,Philip,M,1904,1958,R:character,Du(tch),,,,,,
Victor Varconi,1926-1949,Varconi,Victor,M,1896,1976,R:lead,Hu,,,,,,
Evelyn Varden,1949-1956,Varden,Evelyn,F,1895,1958,R:character,Am,,,,,,
Norma Varden,1932-1967,Varden,Norma,F,1898,199x,R:haughty aristocrat,Br,,,,,,
Leonor Varela,1998,Varela,Leonor,F,1985,199x,RU:,Chile,,,,,,
Valentina Vargas,,,,F,[1],199x,RU:,Un,,,,,,
Beatrice Varley,1941-1955,Varley,Beatrice,F,1896,1969,R:worried little elderly lady,Br,,,,,,
Reg Varney,1966-1973,Varney,Reg,M,1922,199x,R:chirpy,Br,,,,,,
Diane Varsi,1957-1977,Varsi,Diane,F,1938,199x,R:slight,Am,,,,,,
Frankie Vaughan,1956-1964,Abelson,Frank,M,1928,199x,R:flamboyant song and dance man,Br,,,,,,
Peter Vaughan <not Vaughn !>,1959-1974,Ohm,Peter,M,1923,199x,R:solid presence,Br,,,,,,
Martin Vaughn,,,,M,[1],199x,RU:,Un,,,,,,
Robert Vaughn,1958-1983,Vaughn,Robert,M,1932,199x,R: slight, intense,Am,,,,,
Conrad Veidt,1919-1943,Veidt,Conrad,M,1893,1943,R:liquid villain,Ge,,,,,,
Lupe Velez,1927-1943,Velez de Villalobos,Guadeloupe,F,1908,1944,R:temperamental,Me,,,,,,
Reginald VelJohnson,1987,,,M,,199x,R:rotund comic,,,,,,,
