AA,title,actor,type,role
RBe19,Twilight,Liev Schreiber,Und,"R:Mel's older boyfriend, jailed, blackmails ""Jeff'"
RBe19,Twilight,Margo Martindale,Und,"R:parole officer, gets involved in blackmail ""Gloria"""
RBe19,Twilight,Stockard Channing,Und,"R:cop, supports Harry"
RBe19,Twilight,James Garner,Und,"R:Jacks friend, involved in muder of of Catherine's first husband ""Raymond"""
RBe19,Twilight,Giancarlo Esposito,Und,R:bumbling amateur detective
RBe19,Twilight,J.Emmet Walsh,Und,RZ:police captain
RBe19,Twilight,John Spencer,Und,"RZ:detective, shot, involved with Jack ""Lester Ivar"""
RbG10,It Came from beneath the Sea,Kenneth Tobin,Und,R:captain
RbG10,It Came from beneath the Sea,Donald Curtis,Und,R:biologist
RbG10,It Came from beneath the Sea,Faith Domergue,Lov,R:lovely scientist
RbH10,Nowhere to Run,JeanClaude vanDamme,Und,R:esacped convict
RbH10,Nowhere to Run,Rosanna Arquette,Und,R:plucky widow
RbH10,Nowhere to Run,Kieran Culkin,Und,R:son
RbH10,Nowhere to Run,Ted Levine,Und,RU:
RbH10,Nowhere to Run,Joss Ackland,Vil,R:real-estate developer
RBi10,Vampire's Kiss,Niholas Cage,Und,R:troubled yuppie
RBi10,Vampire's Kiss,Jennifer Beals,Und,"R:sultry, thought to be vampire"
RBi10,Vampire's Kiss,Maria Conchita Alonso,Und,R:hapless secretary
RBi10,Vampire's Kiss,Elizabeth Ashley,Und,RU:
RBi10,Vampire's Kiss,Bob Lujan,Und,RU:
RBl10,"Lemora, the Lady Dracula",Leslie Gilb,Und,R:female vampire
RBl10,"Lemora, the Lady Dracula",Rainbeaux Smith,Und,"R:young chrch singer, seduced"
RBl10,"Lemora, the Lady Dracula",Richard Blackburn,Und,R:preacher
RbM1,Murder by Death,Peter Falk,Agt,R:detective
RbM1,Murder by Death,Alec Guiness,Und,R:wealthy recluse
RbM1,Murder by Death,Peter Sellers,Und,RU:
RbM1,Murder by Death,Truman Capote,Und,RU:
RbM1,Murder by Death,Estelle Winwood,Und,RU:
RbM1,Murder by Death,Elsa Lanchester,Und,RU:
RbM1,Murder by Death,Eileen Brennan,Und,RU:
RbM1,Murder by Death,James Coco,Und,RU:
RbM1,Murder by Death,David Niven,Und,RU:
RbM1,Murder by Death,Maggie Smith,Und,RU:
RbM1,Murder by Death,Nancy Walker,Und,RU:
RbM10,Chapter Two,James Caan,Und,R:widowed novelist
RbM10,Chapter Two,Marsha Mason,Und,"R:divorcee, love"
RbM10,Chapter Two,Valerie Harper,Und,RU:
RbM10,Chapter Two,Joseph Bologna,Und,RU:
RBn10,TZ:Outrageous,Craig Russell,Und,R:female imposonator
RBn10,TZ:Outrageous,Hollis McLaren,Und,R:troubled young woman
RbR1,This is Spinal Tap,Rob Reiner,VoiRul,"R:narrator, director"
RbR1,This is Spinal Tap,Christopher Guest,Und,R:bad rocker
RbR1,This is Spinal Tap,Harry Shearer,Und,R:heavy metal rocker
RbR1,This is Spinal Tap,Michael McKean,Und,"R:rocker ""David St.Hubbins"""
RbR1,This is Spinal Tap,Paul Benedict,Und,R:rocker
RbR1,This is Spinal Tap,Patrick MacNee,Und,RU:
RbR1,This is Spinal Tap,Billy Crystal,Und,RU:
RbR1,This is Spinal Tap,Fred Willard,Und,RU:
RbR1,This is Spinal Tap,Ed Begley jr.,Und,RU:
RbR1,This is Spinal Tap,Howard Hesseman,Und,RU:
RbR1,This is Spinal Tap,Paul Shaffer,Und,RU:
RbR1,This is Spinal Tap,Gloria Gifford,Agt,R:detects heavy metal
RbR2,Stand By Me,River Phoenix,Und,RU:
RbR3,The Princess Bride,Cary Elwes,Her,R:farm boy
RbR3,The Princess Bride,Mandy Patinkin,Her,R:revenging swordsman
RbR3,The Princess Bride,Chris Sarandon,Vil,R:evil prince
RbR3,The Princess Bride,Christopher Guest,Und,R:mean count
RbR3,The Princess Bride,Wallace Shawn,Und,R:conniver
RbR3,The Princess Bride,Andre theGiant,Und,R:crusher
RbR3,The Princess Bride,Fred Savage,Und,R:grandson
RbR3,The Princess Bride,Robin Wright,Und,R:princess bride
RbR3,The Princess Bride,Peter Falk,Und,"R:grandfather, raconteur"
RbR3,The Princess Bride,Peter Cook,Und,R:clergyman
RbR3,The Princess Bride,Mel Smith,Und,R:albino torturer
RbR3,The Princess Bride,Billy Crystal,Und,"R:old wizard ""Max"""
RbR3,The Princess Bride,Carol Kane,Und,"R:Max's wife, crone"
RbR3,The Princess Bride,Anne Dyson,Und,R:old queen
RbR3,The Princess Bride,Willoughby Gray,Und,R:old king
RbR10,When Harry Met Sally,Billy Crystal,Und,"R:randy ""Harry"""
RbR10,When Harry Met Sally,Meg Ryan,Und,"R:neat, simulates climax in deli ""Sally"""
RbR10,When Harry Met Sally,Bruno Kirby,Und,R:funny friend
RbR10,When Harry Met Sally,Carrie Fisher,Und,R:friend
RbR10,When Harry Met Sally,Harley Kozak,Und,R:ex-wife
RbR12,Misery,James Caan,Vic,"R:author, imprisoned"
RbR12,Misery,Kathy Bates,SavVil,"R:nurse, fan, imprisones"
RbR12,Misery,Frances Sternhagen,Und,RU:
RbR12,Misery,Richard Farnsworth,Und,"RN:""Buster"""
RbR12,Misery,Lauren Bacall,Und,RU:
RbR14,A Few Good Men,Tom Cruise,Und,R:young Navy lawyer
RbR14,A Few Good Men,Jack Nicholson,Und,"R:marine colonel, psychopath, accused"
RbR14,A Few Good Men,Demi Moore,Und,"R:luitenant commader, leader"
RbR14,A Few Good Men,s a,Und,"R:older lawyer, advises"
RbR14,A Few Good Men,s a,Und,"R:young prosecutor, fair"
RbR14,A Few Good Men,J.A. Preston,Und,R:judge
RbR14,A Few Good Men,Michael deLeon,Und,"R:young marine, killed"
RbR18,The Ghosts of Missisippi,s a,"freedom fighter, slain ""Medgar Evers""",
RbR18,The Ghosts of Missisippi,James Wood,"clansman ""Beckwith""",
RbR18,The Ghosts of Missisippi,Alec Baldwin,dogged prosecutor,
RbR18,The Ghosts of Missisippi,Whoopie Goldberg,Und,Evers' widow
RBS15,That Wonderful Urge,Gene Tierney,Und,R:shy heiress
RBS15,That Wonderful Urge,Tyrone Power,Und,R:newspaperman
RBS15,That Wonderful Urge,Reginald Gardiner,Und,RZ:father
RBS15,That Wonderful Urge,Arleen Wheelan,Und,RU:
RBS15,That Wonderful Urge,Lucile Watson,Und,RU:
RBS15,That Wonderful Urge,Gene Lockhart,Und,RU:
RBS15,That Wonderful Urge,Porter Hall,Und,RU:
RBS15,That Wonderful Urge,Taylor Holmes,Und,RU:
RBt6,The Guinea Pig,Richard Attenborough,Und,"RZ:poor boy, admitted to rich school"
RBt6,The Guinea Pig,Robert Flemyng,Und,RU:
RBt6,The Guinea Pig,Cecil Trouncer,Und,RU:
RBt6,The Guinea Pig,Sheila Sim,Und,RU:
RBt6,The Guinea Pig,Bernard Miles,Und,RU:
RBt6,The Guinea Pig,Joan Hickson,Und,RU:
RBt17,There's a Girl in My Soup,Peter Sellers,Und,R:TV personality
RBt17,There's a Girl in My Soup,Goldie Hawn,Und,R:clinging waif
RBt17,There's a Girl in my Soup,Diana Dors,Und,RU:
RBt17,There's a Girl in my Soup,Tony Britton,Und,RU:
RBt17,There's a Girl in my Soup,Nicky Henson,Und,RU:
RBt17,There's a Girl in my Soup,John Comer,Und,RU:
RBt17,There's a Girl in my Soup,Judy Campbell,Und,RU:
Rbt20,The Last Word,Richard Harris,Und,R:inventor
RBt20,The Last Word,Karen Black,Und,R:inventor's wife
RBt20,The Last Word,Martin Landau,Und,RU:
RBt20,The Last Word,Dennis Christopher,Und,RU:
RBu10,TZ:Hot Lead and Cold Feet,Jim Dale,Und,R:cantekerous land dealer
RBu10,TZ:Hot Lead and Cold Feet,Jim Dale,Und,R:older son
RBu10,TZ:Hot Lead and Cold Feet,Jim Dale,Und,R:younger son
RBu10,TZ:Hot Lead and Cold Feet,Karen Valentine,Und,RU:
RBu10,TZ:Hot Lead and Cold Feet,Don Knotts,Und,RU:
RBu10,TZ:Hot Lead and Cold Feet,Jack Elam,Und,RU:
RBu15,TZ:Night of the Juggler,James Brolin,Und,RU:
RBu15,TZ:Night of the Juggler,Cliff Gorman,Und,RU:
RBu15,Night of the Juggler,Richard Castellano,Und,RU:
RBu20,TZ:Up the Creek,Tim Matheson,Und,R:college student
RBu20,TZ:Up the Creek,Stephen Furst,Und,RU:
RBu20,TZ:Up the Creek,Jennifer Runyon,Und,RU:
RBu20,TZ:Up the Creek,James B. Sikking,Und,RU:
RBu20,TZ:Up the Creek,John Hillerman,Und,RU:
RbW10,Amongst Friends,Shannon Dougherty,Und,RU:
RBx10,Man Bites Dog,Benoit Poolvoorde,Vil,"R:serial killer ""Ben"""
RBx10,Man Bites Dog,Andre Borzei,Und,R:film reporter
RBx10,Man Bites Dog,Remy Belvaux,Und,R:film reporter
RC9,Le Million,Rene Lefevre,Und,"R:poor painter, wins lottery, misses ticket"
RC9,Le Million,Annabella,Und,R:girlfriend
RC10,A Nous la Liberté,Raymond Cordy,Und,"R:prison escapee, becomes phonograph-record factory owner, blackmailed"
RC10,A Nous la Liberté,Henri Marchand,Und,"R:good friend from prison, softhearted"
RC10,A Nous la Liberté,Rolla France,Und,RU:
RC10,A Nous la Liberté,Paul Olivier,Und,RU:
RC12,The Last Millionaire,Max Dearly,Und,R:world's richest banker
RC12,The Last Millionaire,s a,Und,"R:queen, calls on banker to run country, becomes a dictator"
RC13,The Ghost Goes West,Robert Donat,Und,R:condemmed to haunt castle
RC13,The Ghost Goes West,Jean Parker,Und,RU:
RC13,The Ghost Goes West,Elsa Lanchester,Und,RU:
RC13,The Ghost Goes West,Eugene Palette,Und,R:descendant of enemy
RC16,I Married a Witch,Fredric March,Und,R:husband
RC16,I Married a Witch,Veronica Lake,Und,"R:beautyful witch, burned, returns"
RC16,I Married a Witch,Cecil Kellaway,Und,R:sorcerer father
RC16,I Married a Witch,Robert Benchley,Und,RU:
RC16,I Married a Witch,Susan Hayward,Und,R:bitch
RC16,TZ:I Married a Witch,Elizabeth Patterson,Und,RU:
RC16,TZ:I Married a Witch,Robert Warwick,Und,RU:
RC18,It Happened Tomorrow,Dick Powell,Und,R:reporter
RC18,It Happened Tomorrow,Linda Darnell,Und,RU:
RC18,It Happened Tomorrow,Jack Oakie,Und,RU:
RC18,It Happened Tomorrow,John Philliber,Und,R:predicts future
RC18,It Happened Tomorrow,Edgar Kennedy,Und,RU:
RC18,It Happened Tomorrow,Ed Brophy,Und,RU:
RC18,It Happened Tomorrow,George Cleveland,Und,RU:
RC18,It Happened Tomorrow,Sig Rumann,Und,RU
RC19,And Then There Were None,Barry Fitzgerald,Und,"R:guest, murdered"
RC19,And Then There Were None,Walter Huston,Und,"R:guest, murdered"
RC19,And Then There Were None,Louis Hayward,Und,"R:guest, murdered"
RC19,And Then There Were None,Judith Anderson,Und,"R:guest, murdered ""Miss Brent"""
RC19,And Then There Were None,June Duprez,Und,"R:guest, murdered"
RC19,And Then There Were None,Roland Young,Und,"R:guest, murdered"
RC19,And Then There Were None,Mischa Auer,Und,"R:guest, murdered"
RC19,And Then There Were None,Richard Haydn,Und,"R:guest, murdered"
RC19,And Then There Were None,C.Aubrey Smith,Und,"R:guest, murdered"
RC19,And Then There Were None,Queenie Leonard,Und,"R:servant, murdered ""Judge"""
RC19,And Then There Were None,Harry Thurston,Und,"RZ:host ""Owens"""
RC20,Le silence est d'or,Maurice Chevalier,Und,"R:silent movie director ""M.Emile"""
RC21,La Beauté du Diable,Michel Simon,Und,RU:
RC21,La Beauté du Diable,Gerard Philipe,Und,RU:
RC21,La Beauté du Diable,Raymond Cordy,Und,RU:
RC21,La Beauté du Diable,Nicole Besnard,Und,RU:
RC21,La Beauté du Diable,Gaston Modot,Und,RU:
RC21,La Beauté du Diable,Paolo Stoppa,Und,RU:
RC22,Les Belles de Nuit,Gerard Philipe,Und,R:music teacher
RC22,Les Belles de Nuit,s a,Und,R:nostalgic man
RcB1,Crisis,Cary Grant,Und,R:surgeon
RcB1,Crisis,Jose Ferrer,Und,R:dictator
RcB1,Crisis,Signe Hasso,Und,"R:american wife, kidnapped"
RcB1,Crisis,Paula Raymond,Und,R:Mrs. dictator
RcB1,Crisis,Roman Navarro,Und,R:revolutionary
RcB1,Crisis,Antonio Moreno,Und,RU:
RcB1,Crisis,Leon Ames,Und,RU:
RcB1,Crisis,Gilbert Roland,Und,R:US diplomat
RcB3,Deadline USA,Humphrey Bogart,Her,R:crusading newspaper editor
RcB3,Deadline USA,Kim Hunter,Und,"R:reporter, friend"
RcB3,Deadline USA,Ethel Barrymore,Und,R:publisher's widow
RcB3,Deadline USA,Ed Begley,Und,R:old reporter
RcB3,Deadline USA,Paul Stewart,Und,"R:witness, brother of victim, killed"
RcB3,Deadline USA,Warren Stevens,Und,RZ:young reporter
RcB3,Deadline USA,Martin Gabel,Und,R:mobster
RcB3,Deadline USA,Joe deSantis,Und,"RZ:suspect, advertiser ""Wharton"""
RcB3,Deadline USA,Audrey Christie,Sav,"RZ:mother, witness, savior"
RcB3,Deadline USA,Jim Backus,Und,RU:
RcB3,Deadline USA,Joyce McKenzie,Und,"R:ex-wife ""Nora"""
RcB3,Deadline USA,Fay Baker,Und,R:researcher
RcB5,The Last Time I Saw Paris,Van Johnson,Und,"R:expatriate, unfaithful, loses wife ""F.Scott Fitzgerald"""
RcB5,The Last Time I Saw Paris,Eva Gobor,Und,R:after Scott
RcB5,The Last Time I Saw Paris,Elizabeth Taylor,Und,"R:beautiful sister, marries Scott, died"
RcB5,The Last Time I Saw Paris,Roger Moore,Und,"R:tennis pro, takes up with wife"
RcB5,The Last Time I Saw Paris,Kurt Kaszner,Und,R:bartender
RcB5,The Last Time I Saw Paris,Donna Reed,Und,R:lively sister
RcB5,The Last Time I Saw Paris,George Dolenz,Und,R:maries lively sister
RcB5,The Last Time I Saw Paris,Walter Pidgeon,Und,"R:sisters' father, rake"
RcB8,The Blackboard Jungle,Vic Morrow,Und,RU:
RcB8,The Blackboard Jungle,Sidney Poitier,Und,R:student leader
RcB8,The Blackboard Jungle,Glenn Ford,Und,R:embattled teacher
RcB8,The Blackboard Jungle,Anne Francis,Und,RU:
RcB8,The Blackboard Jungle,Jamie Farr,Und,RU:
RcB8,The Blackboard Jungle,Allison Hayes,Und,RU:
RcB13,Cat on a Hot Tin Roof,Elizabeth Taylor,Und,R:frustrated wife
RcB13,Cat on a Hot Tin Roof,Burl Ives,Und,"R:father, plantation owner"
RcB13,Cat on a Hot Tin Roof,Paul Newman,Und,"R:neurotic, homosexual son"
RcB13,Cat on a Hot Tin Roof,Jack Carson,Und,R:coniving son
RcB13,Cat on a Hot Tin Roof,Judith Anderson,Und,RU:
RcB13,Cat on a Hot Tin Roof,Madelaine Sherwood,Und,RU:
RcB13,Cat on a Hot Tin Roof,Larry Gates,Und,RU:
RcB14,Elmer Gantry,Burt Lancaster,Und,"R:fraudulent, lecherous clergyman"
RcB14,Elmer Gantry,Jean Simmons,Und,"R:evangelist, dies in tent fire"
RcB14,Elmer Gantry,Arthur Kennedy,Und,RU:
RcB14,Elmer Gantry,Shirley Jones,Und,"R:girlfriend turned hooker ""Lulu Bains"""
RcB14,Elmer Gantry,Dean Jagger,Und,R:manager
RcB14,Elmer Gantry,Edward Andrews,Und,"RN:""George Babitt"""
RcB14,Elmer Gantry,Arthur Kennedy,Und,RU:
RcB14,Elmer Gantry,Patti Page,Und,R:lead choir singer
RcB14,Elmer Gantry,John McIntire,Und,RU:
RcB14,Elmer Gantry,Rex Ingram,Und,RU:
RcB14,Elmer Gantry,Hugh Marlowe,Und,RU:
RcB14,Elmer Gantry,Philip Ober,Und,RU:
RcB15,Sweet Bird of Youth,Geraldine Page,Und,"R:aging star, princess"
RcB15,Sweet Bird of Youth,Paul Newman,Und,"R:gigolo, beaten"
RcB15,Sweet Bird of Youth,Rip Torn,Vil,"R:villain ""Tom Finley"""
RcB16,Lord Jim,Peter OToole,Und,"R:sailor, dies"
RcB16,Lord Jim,James Mason,Und,RU:
RcB16,Lord Jim,Eli Wallach,Und,RU:
RcB16,Lord Jim,Paul Lukas,Und,RU:
RcB16,Lord Jim,Jack Hawkins,Und,RU:
RcB16,Lord Jim,Daliah Lavi,Und,RU:
RcB16,Lord Jim,Curt Jurgens,Vil,RZ:gentleman villain
RcB16,Lord Jim,Akim Tamiroff,Und,RZ:tribal chief
RcB16,Lord Jim,Juzo Itami,Und,RU:
RcB17,The Professionals,Burt Lancaster,Und,R:covers search train
RcB17,The Professionals,Lee Marvin,Und,R:hired to find rancher's wife
RcB17,The Professionals,Robert Ryan,Und,RU:
RcB17,The Professionals,Jack Palance,Und,RU:
RcB17,The Professionals,Ralph Bellamy,Und,RZ:millionaire rancher
RcB17,The Professionals,Claudia Cardinale,Und,R:rancher's kidnapped wife
RcB17,The Professionals,Woody Strode,Und,RU:
RcB18,TZ:In Cold Blood,Robert Blake,Und,RU:
RcB18,TZ:In Cold Blood,Scott Wilson,Und,RU:
RcB18,TZ:In Cold Blood,John Forsythe,Und,RU:
RcB25,TZ:Bite the Bullet,Gene Hackman,Und,RU:
RcB25,TZ:Bite the Bullet,Candice Bergen,Und,RU:
RcB25,TZ:Bite the Bullet,James Coburn,Und,RU:
RcB25,TZ:Bite the Bullet,Jan-Michael Vincent,Und,RU:
RcB25,TZ:Bite the Bullet,Ian Bannen,Und,RU:
RcB25,TZ:Bite the Bullet,Ben Johnson,Und,RU:
RcB30,Looking for Mr. Goodbar,Diane Keaton,Vic,"R:promiscuous teacher, nude, killed"
RcB30,Looking for Mr. Goodbar,Tuesday Weld,Und,RU:
RcB30,Looking for Mr. Goodbar,William Atherton,Und,"R:pick-up ""James"""
RcB30,Looking for Mr. Goodbar,Richard Kiley,Und,"R:father ""Mr. Dunn"""
RcB30,Looking for Mr. Goodbar,Richard Gere,Und,"RN:""Tony"""
RcB30,Looking for Mr. Goodbar,Alan Feinstein,Und,"RN:""Martin"""
RcB30,Looking for Mr. Goodbar,Tom Berenger,Und,"RN:""Gary"""
RcB30,Looking for Mr. Goodbar,Priscilla Pointer,Und,R:mother
RcB30,TZ:Looking for Mr. Goodbar,LeVar Burton,Und,RU:
RcB40,Wrong is Right,Sean Connery,Voi,R:narrator
RcB40,TZ:Wrong is Right,Katharine Ross,Und,"R:reporter, spy, killed ""Sally Blane"""
RcB40,TZ:Wrong is Right,Robert Conrad,Und,"R:aggressive general ""Wombat"""
RcB40,TZ:Wrong is Right,George Grizzard,Und,RZ:president
RcB40,TZ:Wrong is Right,Henry Silva,Und,"RN:""Reuling"""
RcB40,TZ:Wrong is Right,Hardy Kruger,Und,"RZ:arms dealer ""Helmut Unger"""
RcB40,TZ:Wrong is Right,Leslie Nielsen,Und,R:right wing candidate
RcB40,TZ:Wrong is Right,John Saxon,Und,"R:CIA contact ""Homer Hubbard"""
RcB40,TZ:Wrong is Right,G.D. Spradlin,Und,"RN:""Philonius sp"""
RcB40,TZ:Wrong is Right,Rosalind Cash,Und,"R:black vice-president ""Mrs. Ford"""
RcB40,TZ:Wrong is Right,Ron Moody,Und,"R:king ""Ahmed"""
RcB40,TZ:Wrong is Right,Robert Webber,Und,"RZ:TV network chief ""Harvey"""
RcB40,TZ:Wrong is Right,Dean Stockwell,Und,"RN:""Harder"""
RcB40,TZ:Wrong is Right,Cherry McClain,Und,"RN:""Erika"""
RcB40,TZ:Wrong is Right,Tony March,Und,"RN:""Alan"""
RcB40,TZ:Wrong is Right,Marianne Marks,Und,"RN:""Suzy"""
RcB40,TZ:Wrong is Right,Jeffrey Wheat,Und,"RN:""Millie"""
RcB40,TZ:Wrong is Right,Joseph Whipp,Und,"RN:""Jake Brown"""
RcB40,TZ:Wrong is Right,Tom McFadden,Und,"RN:""Billie Bob Harper"""
RcB40,TZ:Wrong is Right,Jennifer Jason Leigh,Und,R:young girl
RcB40,TZ:Wrong is Right,Alexander Zale,Und,R:professor
RcF10,Les Misérables,Gino Cervi,Und,"RN:""Jean Valmont"""
RcF12,Le chevalier mysterieux,Vittorio Gassman,Und,RU:
RcF34,Romeo and Juliet,Meynier,Und,R:lover
RcF34,Romeo and Juliet,Rosemarie Dexter,Und,R:love
RCh10,Masterminds,Patrick Stewart,Und,RU:
RCh10,Masterminds,Brenda Ficker,Und,RU:
RCh10,Masterminds,Brad Whitford,Und,RU:
RCh10,Masterminds,Matt Craven,Und,RU:
RCj10,Survive!,Pablo Ferrez,Und,R:eats fellow passengers after crash
RCj10,Survive!,Hugo Stiglitz,Und,RU:
RCj11,Tintorera ... Bloody Waters,Jennifer Ashley,Und,RU:
RCj11,Tintorera ... Bloody Waters,Susan George,Und,RU:
RCj11,Tintorera ... Bloody Waters,Hugo Stiglitz,Und,R:shark hunter
RCj11,Tintorera ... Bloody Waters,Pablo Ferrez,Und,R:shark hunter
RCj11,Tintorera ... Bloody Waters,Fiona Lewis,Und,R:attacked by shark
RCj20,"Guyana, Cult of the Dammned",Stuart Whitman,Und,R:psycho reverend
RCj20,"Guyana, Cult of the Dammned",Bradford Dillman,Und,"R:doctor, mixes poisonous KoolAid"
RCj20,"Guyana, Cult of the Dammned",Joseph Cotten,Und,RU:
RCj20,"Guyana, Cult of the Dammned",John Ireland,Und,RU:
RCj20,"Guyana, Cult of the Dammned",Gene Barry,Und,RU:
RCj20,"Guyana, Cult of the Dammned",Yvonne deCarlo,Und,RU:
RCj20,"Guyana, Cult of the Dammned",Jennifer Ashley,Und,RU:
RCj20,"Guyana, Cult of the Dammned",Pablo Ferrez,Und,RU:
RCj20,"Guyana, Cult of the Dammned",Hugo Stiglitz,Und,RU:
RCl4,Au delà des Grilles,Jean Gabin,Und,R:wanted for murder
RCl4,Au delà des Grilles,Isa Miranda,Und,R:girlfriend
RCl4,Au delà des Grilles,Vera Taichi,Und,R:suspicious daughter
RCl5,Les Jeux Interdits,Brigitte Fossey,Und,"R:refugee, orphaned"
RCl5,Les Jeux Interdits,Georges Poujouly,Und,R:peasant son
RCl13,Is Paris Burning?,Gert Frobe,Und,"R:general ""vonCholitz"""
RCl13,Is Paris Burning?,Billy Frick,Und,"R:ruler ""Hitler"""
RCl13,Is Paris Burning?,JeanPaul Belmondo,Und,RU:
RCl13,Is Paris Burning?,Orson Welles,Und,RU:
RCm10,Macon County Line,Alan Vint,Und,R:hell-raiser
RCm10,Macon County Line,Cheryl Waters,Und,RU:
RCm10,Macon County Line,Geoffrey Lewis,Und,RU:
RCm10,Macon County Line,Joan Blackman,Und,RU:
RCm10,Macon County Line,Jesse Vint,Und,RU:
RCm10,Macon County Line,Max Baer,Und,RU:
RCm15,Return to Macon County,Nick Nolte,Und,R:racing-car enthousiast
RCm15,Return to Macon County,Don Johnson,Und,R:racing-car enthousiast
RCm15,TZ:Return to Macon County,Robin Mattson,Und,R:starlet
RCm15,Return to Macon County,Robert Viharo,Und,RU:
RCm15,Return to Macon County,Eugene Daniels,Und,RU:
RCn10,TZ:Scandalous,Robert Hays,Und,RU:
RCn10,TZ:Scandalous,John Gielgud,Und,RU:
RCn10,TZ:Scandalous,Jim Dale,Und,RU:
RCn10,TZ:Scandalous,Pamela Stephenson,Und,RU:
RCn30,Dragon: The Bruce Lee Story,Jason Scott Lee,Und,"R:martial arts performer ""Bruce Lee"""
RCn30,Dragon: The Bruce Lee Story,Lauren Holly,Und,RU:
RCn30,Dragon: The Bruce Lee Story,Michael Learned,Und,RU:
RCn30,Dragon: The Bruce Lee Story,Robert Wagner,Und,RU:
RCn30,Dragon: The Bruce Lee Story,John Cheung,Und,RU:
RCn36,Dragonheart,Sean Connery,Voi,R:dragon
RCn39,Daylight,Sylvester Stallone,Und,RU:
RCn39,Daylight,Amy Brenneman,Und,RU:
RCo3,Swamp Women,Marie Windsor,Vil,"R:blond convict, escapes"
RCo3,Swamp Women,Carole Matthews,Agn,R:undercover police woman
RCo3,Swamp Women,Beverly Garland,Und,"R:tough convict, escapes"
RCo3,Swamp Women,Jil Jarmyn,Und,"R:nympho convict, escapes"
RCo3,Swamp Women,Touch Connors,Und,"R:geologist, kidnapped"
RCo3,Swamp Women,Susan Cummings,Und,"R:girlfriend, killed"
RCo4,It Conquered the World,Lee VanCleef,Und,R:human traitor
RCo9,Cry Baby Killer,Jack Nicholson,Und,RU:
RCo11,Attack of the Crab Monster,Richard Garland,Und,R:scientist
RCo11,Attack of the Crab Monster,Pamela Duncan,Und,RU:
RCo11,Attack of the Crab Monster,Russell Johnson,Und,RU:
RCo11,Attack of the Crab Monster,Mel Welles,Und,RU:
RCo11,Attack of the Crab Monster,Ed Nelson,Und,R:crab
RCo14,Machine Gun Kelly,Charles bronson,Und,R:botched kidnapping
RCo14,Machine Gun Kelly,Susan Cabot,Und,R:motivating moll
RCo14,Machine Gun Kelly,Maury Amsrdam,Und,R:loses arm in holdup
RCo14,Machine Gun Kelly,Barboura Morris,Und,R:kidnapped nurse
RCo14,Machine Gun Kelly,Frank deCova,Und,R:threatening gas station owner
RCo14,Machine Gun Kelly,Jack Lambert,Und,RU:
RCo14,Machine Gun Kelly,Wally Campo,Und,RU:
RCo15,"I, Mobster",Steve Cochran,Vil,"R:gangland leader ""Joe Sante"""
RCo15,"I, Mobster",Lita Milan,Inn,R:girlfriend
RCo15,"I, Mobster",Lili St.Cyr,Und,R:burlesque singer
RCo15,"I, Mobster",Yvette Wickers,Und,RU:
RCo15,"I, Mobster",Grant Withers,Und,RU:
RCo15,"I, Mobster",Celia Lovsky,Und,RU:
RCo15,"I, Mobster",Robert Strauss,Und,RU:
RCo23,The Wasp Woman,Susan Cabot,Und,"R:head of cosmetics firm, becomes wasp at night ""Janice Starlin"""
