H,title,year,director,producer,studio,process code,category code,awards
JPR25,Cyrano de Bergerac,1991,D:Rappeneau,PN:,SU:,col,Advt,aw
MPr1,The Bad News Bears in Breaking Training,1977,D:M.Pressman,PN:Leonard Goldberg,St:Paramount,Mlab,,
MPr4,Boulevard Nights,1979,D:M.Pressman,PN:,SU:,col,Dram,
MPr6,Some Kind of Hero,1981,D:M.Pressman,PN:Howard C. Koch,St:Paramount,Mlab,Dram,H
MPr10,Tm:Doctor Detroit,1983,D:M.Pressman,PN:,SU:,prc,Comd,CG*
MPr11,Pirates of Penzance,1983,D:M.Pressman,PN:,St:Universal,Tcol,Musc,"CG***,H"
MPr25,Saint Maybe,1998,D:M.Pressman,PU:,"S:Hallmark, SD:CBS",TV,Dram,
NCh10,Stand Up Virgin Soldiers,1977,D:N.Cohen,PN:Greg Smith,St:Warners,Tcol,Comd,H
OlH1,Tentacles,1977,D:O.Hellman,PN:E.F. Doria,St:Esse Cinematografica,Tcol,Ctxx,aw
RBn10,Tm:Outrageous,1977,D:Benner,PN:,SL:Canada,col,Romt,CG***
RCj10,Survive!,1977,D:Cardona,PN:Cardona,St:Paramount,prc,Horr,aw
RCj11,Tintorera ... Bloody Waters,1977,D:Cardona,PN:Gerald Green,St:United Film Distribution,prc,Horr,
RCj20,"Guyana, Cult of the Dammned",1980,D:Cardona,P:Cardona,St:Universal,prc,Horr,aw
RDo5,Tm:Sleeping Dogs,1977,D:Donaldson,PN:,SU:,prc,Ctxx,aw
RDo10,The Bounty,1984,D:Donaldson,PN:Bernard Williams,St:DeLauretiis,Tcol,Dram,
RDo20,No Way Out,1987,D:Donaldson,"PN:Laura Ziskin, Robert Garland",SU:,col,Susp,
RDo26,Cocktail,1989,D:Donaldson,PN:,SU:,col,Comd,
RDo28,Cadillac Man,1990,D:Donaldson,PN:,SU:,col,Comd,
RDo30,White Sands,1990,D:Donaldson,"PN:William Sackheim, Scott Rudin",St:Warners,col,Dram,
RDo32,The Getaway,1994,D:Donaldson,"PN:David Forster, Lawrence Turman, John Alan Simon",St:Largo,col,Susp,
RDo36,Dante's Peak,1997,D:Donaldson,P:Gale Anne Hurd; Joseph M. Singer,S:Universal,col,Disa,aw
RMY10,Tm:Short Eyes,1977,D:R.M.Young,PN:,SU:,col,Docu,CG***
RMY15,Tm:One Trick Pony,1980,D:R.M.Young,PN:Michael Tannen,SU:,prc,Muscl,RE***?
RVD10,Tm:Family Enforcer,1977,D:R.DeVito,PN:,SU:,prc,Ctxx,aw
SCo10,Tm:The Disappearance,1977,D:S.Cooper,PN:David Hemmings,"St:Trafar, Tiberius SL:Canada",Ecol,Susp,H
SLw10,A Certain Sacrifice,1981,D:Lewicki,PN:,SU:,prc,Porn,aw
SRi2,Six Weeks to Live,1977,D:Raimi,PN:Bruce Campbell,SU:,prc,Horr,aw
SRi3,Within the Woods,1979,D:Raimi,PN:,SU:,prc,Horr,aw
SRi5,The Evil Dead,1982,D:Raimi,PN:,"St:, SD:Palace",prc,Horr,aw
SRi6,Crime Wave,1984,D:Raimi,PN:,St:Embassy,prc,Horr,aw
SRi8,The Evil Dead II,1987,D:Raimi,PN:,SU:,prc,Horr,aw
SRi9,Night Crew,1988,D:Raimi,PN:,St:Universal,prc,Horr,aw
SRi10,Darkman,1990,D:Raimi,PN:,SU:,prc,Comd,aw
SRi18,A Simple Plan,1998,D:Raimi,PU:,S:Paramount,col,Susp,ES++
SWa10,Tm:Sinbad and the Eye of the Tiger,1977,D:Wanamaker,"PN:Charles H. Scheer, Ray Harrthausen",St:Columbia,Mcol,Advt,H
TAb10,The Wishing Tree,1977,D:Abduladze,PN:,SU:,prc,Dram,aw
TyH10,I-Omante,1977,D:Himena,PN:,SU:,prc,Ctxx,aw
UlO10,Madame X,1977,D:Ottinger,PN:,SU:,prc,Porn,aw
UlO12,Ticket of no Return,1979,D:Ottinger,PN:,SU:,prc,Dram,aw
UlO17,The Portrait of Dorian Gray in the Yellow Press,1984,D:Ottinger,PN:,SU:,prc,"Actn,Dram",aw
UlO20,Freak Orlando,1985,D:Ottinger,PN:,SU:,prc,Porn,aw
UlO25,Joanne D'Arc of Mongolia,1989,D:Ottinger,PN:,SU:,col,"Porn,Advt",aw
WLe10,Tm:Happy Hooker Goes to Washington,1977,D:Levey,PN:,SU:,prc,Porn,CG*
WSa5,The Incredible Melting Man,1977,D:Sachs,PN:Samuel W. Gelfman,St:AIP,col,ScFi,aw
WSa10,Galaxina,1980,D:Sachs,PN:Marylin J. Tenser,St:Crown,col,"ScFi,Comd",aw
AlB10,Dracula's Dog,1978,D:Bano,"PN:Charles Band, Frank Ray Perilli",St:Crown,col,Horr,aw
BuH10,Heaven Can Wait,1978,D:Henry,PN:,SU:,prc,Romt,aw
BuH15,Tm:First Family,1980,D:Henry,PN:,SU:,prc,Comd,CG**
BvH8,Tm:Every Which Way But Loose,1978,D:vanHorn,PN:,SU:,prc,CTxx,aw
BvH10,Tm:Any Which Way You Can,1980,D:vanHorn,PN:,St:Warners,prc,Ctxx,aw
CBP10,Tm:Norseman,1978,D:C.B.Pierce,P:C.B.Pierce,St:AIP,Mlab,Advt,H
CBP12,Tm:The Evictors,1979,D:C.B.Pierce,PN:,St:AIP,Mlab,Horr,H
CoA1,Thunder and Lightning,1977,D:C.Allen,PN:,SU:,prc,Ctxx,aw
CoA10,Avalanche,1978,D:C.Allen,PN:,SU:,prc,Ctxx,aw
DDy10,The Tool Box Murders,1978,D:Donnelly,PN:Tony Didio,St:Delected,col,"Horr,Porn",aw
DeJ10,Jubilee,1978,D:Jarman,PN:Joseph Kane,St:Whaley-Malin,col,Fant,H*
DeJ18,The Angelic Conversation,1985,D:Jarman,PN:,SU:,col,Ctxx,
DeJ20,The Last of England,1987,D:Jarman,PN:,SU:,col,Ctxx,
DeJ28,Edward II,1992,D:Jarman,PN:,St:Fine Line,col,Dram,
DeJ30,Wittgenstein,1993,D:Jarman,PN:,SU:,col,Ctxx,
DeJ32,Blue,1994,D:Jarman,PN:,SU:,col,Surl,
DLy1,Eraserhead,1978,D:D.Lynch,P:D.Lynch,SU:,bnw,ScFi,H
DLy2,Elephant Man,1980,D:D.Lynch,PN:,SU:,bnw,BioP,aw
DLy5,Tm:Dune,1984,D:D.Lynch,P:R.DeLaurentiis,"St:DeLaurentiis, SD:Universal",Tcol,ScFi,H
DLy8,Blue Velvet,1986,D:D.Lynch,PN:,SU:,,"Comd,Fant,Dram",T90
DLy10,Twin Peaks,1989,D:D.Lynch,PU:,SU:,col,"Dram, CnR",aw
DLy12,Wild at Heart,1990,D:D.Lynch,PN:,SU:,,Dram,GP90
DLy18,Lost Highway,1996,D:D.Lynch,PU:,SU:,col,Dram,aw
DLy21,The Straight Story,1999,D:D.Lynch,PU:,SU:,prc,Advt,
DWr10,Ice Castles,1978,D:Wrye,PN:John Kemeny,S:Columbia,/Mcol,"Dram, Romt",H
ErM1,Gates of Heaven,1978,D:E.Morris,PN:,St:none,,,
ErM2,"Vernon, Florida",1981,D:E.Morris,PN:,St:none,,,
ErM3,The Thin Blue Line,1988,D:E.Morris,PN:,St:none,,Docu,
ErM10,A Brief History of Time,1992,D:E.Morris,PN:,St:Triton,col,"BioP,Docu",
ErM20,"Fast, Cheap, and Out of Control",1997,D:E.Morris,PU:,SU:,col,Docu,aw
ErM25,Mr. Death,1999,D:E.Morris,PU:,SU:,prc,BioP,
FDG10,Tm:Once in Paris,1978,D:Gilroy,PN:Gilroy,SU:,TVCcol,Romt,H
FGi10,L'Etat Sauvage,1978,D:Girod,PN:,St:Gaumont,prc,Dram,aw
FGi20,L'Elegant Criminel,1990,D:Girod,PN:Ariel Zeitman,St:RKO,prc,Comd,aw
FMx10,American Hot Wax,1978,D:Mutrux,PN:Art Linson,St:Paramount,Mcol,"Musc,BioP",H
GeM2,Mad Max,1979,D:Geo.Miller,PN:,SU:,prc,Fant,aw
GeM5,Tm:The Man from Snowy River,1982,D:Geo.Miller,PN:Michael Edgley,St:Cambridge,Ecol,Actn,H
GeM6,The Road Warrior,1982,D:Geo.Miller,PN:,SU:,prc,CTxx,aw
GeM15,Mad Max: Beyond Thunderdome,1986,D:Geo.Miller,PN:,SU:,prc,Ctxx,aw
GeM17,The Witches of Eastwick,1987,D:Geo.Miller,"PN:Neil Canton, PeterGuber, John Peters",St:Lenox,Tcol,Fant,aw
GeM17,Lorenzo's Oil,1992,D:Geo.Miller,PN:,SU:,col,"Docu,Susp,Dram",aw
GeM30,Babe: Pig in the City,1998,D:Geo.Miller,PU:,S:Universal,col,"Comd, Fant",
IdB10,Attack of the Killer Tomatoes,1978,D:deBello,"PN:Steve Pace, deBello",St:NAI,col,"Horr, Comd",[16]
IdB12,Return of the Killer Tomatoes,1988,D:deBello,PU:,SU:,col,"Horr, Comd",aw
IdB14,Killer Tomatoes Strike Back,1990,D:deBello,PU:,SU:,col,"Horr, Comd",aw
IdB16,Liller Tomatoes Eat France,1991,D:deBello,PU:,SU:,col,"Horr, Comd",aw
ICd10,The Dark,1979,D:Cardos,PN:,St:Film Ventures Int.,col,Horr,H
HgS10,The Time Machine,1978,D:Schallerup,PN:James Simmons,"St:Sunn Classics, NBC",TV,ScFi,aw
HoZ5,Hearts of the West,1975,D:Zieff,PN:,SU:,col,IO; West; T(1929),
HoZ10,Tm:House Calls,1978,D:Zieff,"PN:Alex Winitsky, Arlene Sellers",St:Universal,Tcol,Comd,H*
HoZ12,The Main Event,1979,D:Zieff,"P:Peters, Streisand",St:Warners,Tcol,Comd,H
HoZ14,Private Benjamin,1980,D:Zieff,P:Goldie Hawn,SU:,prc,CTxx,aw
HoZ18,Tm:Unfaithfully Yours,1983,D:Zieff,"PN:Marvin Worth, Joe Wizan",St:Fox,bnw,Comd,H**
HoZ23,My Girl,1993,D:Zieff,PN:,SU:,prc,Comd,
HoZ24,My Girl 2,1994,D:Zieff,PN:,St:Columbia,prc,Comd,
HSu10,Tm:Deathsport,1978,D:Suso,P:Corman,St:New World,Mcol,Horr,H
JCm5,The Terminator,1991,D:J.Cameron,P:G.A.Hurd,SU:,col,"ScFi,Actn",aw
JCm10,Aliens,1986,D:J.Cameron,P:G.A.Hurd,St:Fox,DeLuxe,ScFi,aw
JCm13,The Abyss,1989,D:J.Cameron,P:G.A.Hurd,SU:,,ScFi,aw
JCm20,Terminator 2,1991,D:J.Cameron,"PN:Mario Kassar,",St:Carolco,col,"Actn,ScFi",aw
JCm25,True Lies,1994,D:J.Cameron,PN:,SU:,col,"Actn,Romt",aw
JCm28,Titanic,1997,D:J.Cameron,"P:J.Cameron, Jon Landau, Ray Santini","S:Paramount, Fox",col,"Docu, Dram, Epic","GG, GG dir, AA, AA dir"
JHy10,Tm:Return Engagement,1978,D:J.Hardy,PN:,SU:,prc,CTxx,aw
JTo1,Finger,1978,D:Toback,PN:,SU:,prc,Ctxx,aw
JTo2,Love and Money,1982,D:Toback,PN:,SU:,prc,Ctxx,aw
JTo3,Exposed,1983,D:Toback,PN:,St:MGM-U.A.,Mcol,Advt,H
JTo5,The Pick-up Artist,1986,D:Toback,PN:,SU:,,"Romt,Comd",
JTo7,The Big Bang,1990,D:Toback,PN:Joseph Kanter,SU:,,Docu,
JTo15,Two Girls and a Guy,1998,D:Toback,PU:,SU:,col,Comd,
LBe1,The First Fight,1978,D:Besson,PU:,SU:,col,CTxx,aw
LBe3,Le Grand Bleu,1985,D:Besson,PU:,SU:,col,CTxx,aw
LBe5,Subway,1990,D:Besson,PN:,SU:,prc,CTxx,aw
LBe10,La Femme Nikita,1991,D:Besson,PN:,St:Gaumont,Kodakcol,"Actn, Susp",aw
LBe15,"Leon, the Professional",1994,D:Besson,PU:,SU:,col,Dram,
LCh4,The Private Files of J. Edgar Hoover,1978,D:L.Cohen,P:L.Cohen,St:AIP,Mlab,BioP,H*
LCh10,Tm:Q,1982,D:L.Cohen,PN:Samuel Z. Ardkoff,SU:,,ScFi,RW**+
LCh15,God Told Me So,1985,D:L.Cohen,PN:,SU:,,"Horr,ScFi",
PSc1,Blue Collar,1978,D:Schrader,PN:Don Guest,St:Universal,Tcol,Dram,H*
PSc10,Hardcore,1979,D:Schrader,PN:John Milius,St:Columbia,Mcol,Dram,H*
PSc12,American Gigolo,1979,D:Schrader,PN:Freddie Fields,St:Paramount,Mcol,Dram,H
PSc20,Cat People,1982,D:Schrader,PN:Charles Fries,St:Universal,Tcol,,H
PSc30,The Comfort of Strangers,1991,D:Schrader,PN:Gianni Quaranta,SU:,col,Horr,
PSc32,Light Sleeper,1992,D:Schrader,PN:,SU:,col,Ctxx,
PSc35,Mishima,1995,D:Schrader,PU:,SU:,col,CTxx,aw
PSc39,Touch,1997,D:Schrader,PU:,SU:,col,Dram,aw
PSc41,Affliction,1999,D:Schrader,PU:,SD:LionsGate,prc,Dram,
RBu10,Tm:Hot Lead and Cold Feet,1978,D:R.Butler,PN:,St:Disney,col,"Comd,West",CG**
RBu15,Tm:Night of the Juggler,1980,D:R.Butler,PN:,St:Columbia,Tcol,Actn,H
RBu20,Tm:Up the Creek,1984,D:R.Butler,PN:,SU:,col,Comd,CG*
RFi10,The Clonus Horror,1978,D:Fiveson,PU:,SU:,prc,ScFi,
RHy10,Tm:The Wicker Man,1978,D:R.Hardy,PN:Peter Snell,St:British Lion,Ecol,Horr,H*
RiL10,Tm:Night Cries,1978,D:R.Lang,PN:,SU:,prc,CTxx,aw
RiL14,Tm:Change of Seasons,1980,D:R.Lang,PN:,SU:,prc,CTxx,aw
RiL15,Tm:The Mountain Men,1980,D:R.Lang,PN:,SU:,prc,CTxx,aw
RKl10,Tm:Thank God it's Friday,1978,D:Klane,PN:,SU:,prc,CTxx,aw
RoE10,Tm:Stevie,1978,D:Enders,PN:Enders,St:First Artists,Tcol,BioP,H*
RS1,The Duelists,1978,D:R.Scott,PN:David Puttnam,St:NFFC,col,Advt,H*
RS2,Alien,1979,D:R.Scott,PN:,SU:,,ScFi,
RS3,Blade Runner,1981,D:R.Scott,P:Michael Deelet,St:Warners,Tcol,"ScFi, Noir",aw
RS8,Legend,1985,D:R.Scott,P:Arnon Milchan,"St:Fox, Universal SL:London",Fcol,Fant,H*
RS9,Alien 2,1986,D:R.Scott,PN:,St:Fox,,ScFi,
RS11,Someone To Watch Over Me,1987,D:R.Scott,PN:,SU:,prc,Dram,aw
RS14,Black Rain,1989,D:R.Scott,PN:,SU:,col,Actn,aw
RS15,Thelma and Louise,1989,D:R.Scott,"PN:R.Scott, Mimi Scott",St:Pathe,DeLuxe,Actn,AAN
RS20,1492: Conquest of Paradise,1989,D:R.Scott,"PN:R.Scott, Roselyne Bosch",SU:,col,BioP,
RS26,White Squall,1996,D:R.Scott,PU:,SU:,col,Advt,aw
RS28,G.I. Jane,1997,D:R.Scott,"PN:R.Scott, Roger Birnbaum, Demi Moore, Suzanne Todd","S:Universal, SD: Buena Vista",col,Dram,aw
SRa5,The Buddy Holly Story,1978,D:Steven Rash,PN:Fred Bauer,"St:Innavision, ECA,Columbia",CFIcol,"Musc, BioP",H
SRa10,Under the Rainbow,1981,D:Steven Rash,PN:Fred Bauer,SU:,prc,Ctxx,aw
TCh1,Up in Smoke,1978,D:Chong,PN:,St:Paramount,prc,Comd,F64
TCh2,Cheech and Chong's Next Movie,1980,D:Chong,PN:Howard Brown,St:Universal,Tcol,Comd,H
TCh3,Cheech and Chong's Nice Dreams,1981,D:Chong,PN:,SU:,prc,Ctxx,aw
TCh4,It Came from Hollywood,1982,D:Chong,PN:,SU:,prc,Ctxx,aw
TCh5,Still Smokin',1983,D:Chong,PN:,SU:,prc,Ctxx,aw
TCh6,Cheech and Chong's The Corsican Brothers,1984,D:Chong,PN:,SU:,prc,Ctxx,aw
TMy10,Tm:Riddle of the Sands,1978,D:Maylam,PN:Drummond Challis,St:Rank,Ecol,Advt,H*
ToZ10,Tm:Cat in the Cage,1978,D:Zarindast,PN:,SU:,prc,Ctxx,aw
ToZ20,Tm:Guns and Fury,1982,D:Zarindast,PN:,SU:,prc,Ctxx,aw
WaG10,The Secret Life of Plants,1978,D:W.Green,PN:,SU:,col,Docu,aw
WBe1,Heaven Can Wait,1978,D:Beatty,P:Beatty,St:Paramount,Mlab,Romt,"AAN, AAN dir,H*"
WBe2,Reds,1981,D:Beatty,P:Beatty,St:Paramount,Tcol,,"AAN, AA dir,H**"
WBe10,Dick Tracy,1990,D:Beatty,P:Beatty,St:Touchstone,col,Comd,
WBe15,Bulworth,1998,D:Beatty,P:Beatty,SU:,prc,Comd,
Z7820,"Parts, The Clonus Horror",1978,D:UnYear78,PU:,SU:,prc,ScFi,
Z7840,Rabbit Test,1978,D:UnYear78,PN:,SU:,prc,Comd,aw
Z7850,The Hiding Place,1978,D:UnYear78,P:Billy Graham,,SU:,col,Hist
AAl6,The Four Seasons,1981,D:Alda,P:M.Bregman,St:Universal,Tcol,Romt,H**
AAl10,Sweet Liberty,1981,D:Alda,P:M.Bergman,St:Universal,col,Romt,H
AAl20,Betsy's Wedding,1990,D:Alda,"PN:M.Bergman, Louis A. Stroller",St:Touchstone,col,Comd,
AAr10,Tm:Rock 'N Roll High School,1979,D:Arkush,PN:,SU:,col,Musc,CG***
AAr20,Tm:Heartbeeps,1981,D:Arkush,PN:,SU:,,ScFi,CG*
ABr1,Real Life,1979,D:A.Brooks,PN:,SU:,prc,Comd,
ABr2,Modern Romance,1981,D:A.Brooks,PN:,SU:,prc,Ctxx,aw
ABr3,Lost in America,1985,D:A.Brooks,PN:Mart Katz,St:Warners,col,Dram,"F67, RE****"
ABr4,Defending Your Life,1991,D:A.Brooks,PN:,St:Warners,col,Comd,aw
ABr7,Mother,1996,D:A.Brooks,PU:,SU:,col,Comd,aw
ABr9,The Muse,1998,D:A.Brooks,PU:,SU:,prc,Comd,
AlC10,Série Noir,1979,D:Corneau,PN:,St:Gaumont,col,Noir,
AlC20,Tous Les Matins Du Monde,1992,D:Corneau,PN:,SU:,col,"Dram,BioP","Delluc, Cesar, Cesar dir"
AnC10,Tm:Smokey and the Hotwire Gang,1979,D:Cardoza,PN:,SU:,prc,Ctxx,aw
BaB10,Tm:Cloud Dancer,1979,D:Ba.Brown,PN:,SU:,prc,Ctxx,aw
BBi10,Tm:North Avenue Irregulars,1979,D:Bilson,PN:,St:Disney,Tcol,Comd,H
BWN1,More American Graffiti,1979,D:Norton,P:G.Lucas,St:Universal,Tcol,,
CiS10,Sensuous Vampires,1979,D:Santiago,"PN:Robert E, Waters",St:Capricorn Three,col,Porn,
CiS40,Eye of the Eagle III,1990,D:Santiago,PN:Christopher R. Santiago,St:New Horizons,col,Actn,
DLD10,Hot Stuff,1979,D:DeLuise,PN:,St:Rastar,Mcol,CnR,aw
EWS4,Vampire,1979,D:Swackhammer,PN:Gregory Hoblit,St:ABC,col,Horr,aw
EWS10,The Secret Passion of Robert Clayton,1992,D:Swackhamer,PN:,St:USA,col,Dram,aw
FWa10,Tm:When a Stranger Calls,1979,D:Walton,PN:Melvin Simon,St:U.A.,col,Susp,H
GiA10,My Brilliant Career,1979,D:Armstrong,PN:Margaret Fink,SU:,col,Dram,aw
GiA20,High Tide,1987,D:Armstrong,PN:,SU:,prc,Dram,aw
GiA30,The Last Days of Chez Nous,1993,D:Armstrong,PN:Jan Chapman,St:Fine Line Features,col,Comd,aw
GiA32,Little Women,1993,D:Armstrong,PN:,SU:,col,Dram,aw
GiA35,Oscar and Lucinda,1996,D:Armstrong,PU:,SU:,col,Romt,aw
HBe1,The Onion Field,1979,D:H.Becker,PN:,SU:,prc,Ctxx,aw
HBe2,Tm:Black Marble,1976,D:H.Becker,PN:,SU:,prc,Ctxx,aw
HBe10,Sea of Love,1989,D:H.Becker,P:Bregman,St:Universal,col,Susp,
HBe15,Malice,1993,D:H.Becker,"PN:Rachel Pfeffer, Charles Mulvehill, Becker","St:NewLine, Columbia",col,Susp,
HBe18,City Hall,1996,D:H.Becker,PU:,SU:,col,Susp,aw
HBe20,Mercury Rising,1998,D:H.Becker,PU:,SU:,prc,CNr,
ICt10,Tm:Mountain Family Robinson,1979,D:Cotter,PN:,SU:,col,Advt,CG**
Ird10,Middle Age Spread,1979,D:Reid,PU:,SU:,prc,"Romt, Comd",
Ird12,Carry Me Back,1982,D:Reid,PU:,SU:,prc,Comd,aw
Ird14,Leave All Fair,1985,D:Reid,PU:,SU:,prc,Dram,aw
Ird16,Last Tattoo,1994,D:Reid,PU:,SU:,prc,,Susp
JaF10,Tm:Penitentiary,1979,D:Fanaka,PN:,SU:,prc,CTxx,CG*
MBr5,Tm:Going in Style,1979,D:Brest,PN:,SU:,prc,Ctxx,aw
MBr10,Beverly Hills Cop,1984,D:Brest,"PN:Don Simpson, Jerry Bruckheimer, Spielberg",St:Paramount,Tcol,Comd,"F82, H*"
MBr14,Midnight Run,1988,D:Brest,P:Brest,SU:,col,Comd,
MBr19,Scent of a Woman,1992,D:Brest,P:Brest,St:Universal,col,Comd,"school, Midwest; NYC, NY"
MBr25,Meet Joe Black,1998,D:Brest,PU:,SU:,prc,Dram,
MCh5,Tm:Hussy,1979,D:Ma.Chapman,PN:,St:Boyd's company,Ecol,Dram,H
MeS10,Mean Dog Blues,1979,D:M.Stuart,PN:,SU:,prc,CTxx,aw
MM10,Tm:Thief,1979,D:M.Mann,P:M.Mann,St:U.A.,Ascol,Dram,H
MM20,The Keep,1983,D:M.Mann,"PN:Gene Kirkman, Howard W. Koch jr.",St:Paramount,Mcol,Fant,H
MM25,The Manhunter,1986,D:M.Mann,P:,SU:,col,"Horr,Susp",
MM30,The Last of the Mohicans,1992,D:M.Mann,PN:,SU:,col,Dram,
MLt5,Gold of the Amazon Women,1979,D:M.Lester,PN:Alfred Leone,SU:,TV,Advt,
MLt10,Class of '84,1982,D:M.Lester,PN:Tom Holland,SL:Canada,col,Dram,H
MLt15,Tm:Firestarter,1984,D:M.Lester,PN:,SU:,prc,Horr,aw
MLt20,Space Camp,1988,D:M.Lester,PN:,SU:,col,ScFi,
MLt22,Amazon Women on the Moon,1989,D:M.Lester,PN:,SU:,TV,ScFi,
MRb10,Tm:Corvette Summer,1979,D:Robbins,PN:Hal Barwood,St:MGM,Mcol,Advt,(H)
MRb15,Tm:The Dragonslayer,1981,D:Robbins,"P:Koch, Hal Barwood",St:Disney,Mcol,Fant,H
MxS10,Tales from the Vienna Woods,1979,D:Schell,PN:,SU:,prc,Dram,aw
NiM5,Time After Time,1979,D:N.Meyer,PN:Herb Jaffe,St:Warners,col,Fant,aw
NiM12,Star Trek II: The Wrath of Khan,1982,D:N.Meyer,PN:,SU:,,ScFi,
NiM13,The Day After,1983,D:N.Meyer,PN:,SU:,TV,CTxx,aw
NiM20,The Deceivers,1985,D:N.Meyer,PN:Ismail Merchant,SU:,col,Advt,
NiM30,"Star Trek VI, The Undiscovered Country",1989,D:N.Meyer,P:Nimoy,St:Paramount,col,ScFi,
NiM30,"Star Trek, Generations",1994,D:N.Meyer,P:Rick Berman,St:Paramount,col,ScFi,
PAal,Tm:A Force of One,1979,D:Aaron,PN:,SU:,prc,Ctxx,aw
RDS1,On The Yard,1979,D:R.D.Silver,P:R.D.Silver,St:Midwest Films,bnw,Ctxx,aw
RDS2,Walk on the Moon,1985,D:R.D.Silver,P:R.D.Silver,St:Midwest Films,bnw,Ctxx,aw
SDr1,Love at First Bite,1979,D:Dragoti,PN:Joel Freeman,St:Simon,col,"Comd,Romt",H*
SDr10,Mr. Mom,1983,D:Dragoti,PN:Aaron Spelling,St:Sherwood,Mcol,Comd,H
SMa10,Tm:A Shining Season,1979,D:Margolin,PN:,SU:,prc,CTxx,aw
SyS1,Rocky II,1979,D:Stallone,"P:I.Winkler, Chartoff",St:U.A.,Tcol,Dram,H
SyS2,Rocky III,1979,D:Stallone,"PN:James D. Brubaker, Chartoff",St:U.A.,Tcol,Dram,H
Sys3,Rocky IV,1985,D:Stallone,"P:I.Winkler, Chartoff",St:MGM-U.A.,Mcol,Dram,H
TJe10,Tm:The Odd Angry Shot,1979,D:Jeffrey,PN:,SU:,prc,CTxx,aw
TrJ10,Monty Python's Life of Brian,1979,D:T.Jones,PN:John Goldstone,St:Universal,Tcol,Fant,H**
TrJ12,Tm:Secret Policeman's Ball,1980,D:T.Jones,PN:,SU:,prc,Comd,aw
TrJ14,Tm:Secret Policeman's Other Ball,1982,D:T.Jones,PU:,SU:,prc,Comd,aw
TrJ15,Monty Python's the Meaning of Life,1983,D:T.Jones,PN:John Goldstone,St:Universal,Tcol,Fant,H
TrJ20,Personal Services,1987,D:T.Jones,PN:,SU:,,BioP,
YoK1,Lensman,1979,D:Kawajiri,PN:,St:Kodansha,col,ScFi,
WRi10,Winter Kills,1979,D:Richert,P:Frankenheimer,SU:,prc,Dram,aw
WRi20,A Night in the Life of Jimmy Reardon,1985,D:Richert,PN:Russel Schwartz,St:Fox,col,Comd,aw
ALi10,Tm:Where the Buffalo Roam,1980,D:Linson,PN:,St:Universal,Tcol,Noir,H
ALi15,The Wild Life,1984,D:Linson,PN:,SU:,col,Comd,CG*
AnA10,Tm:The Gunslinger,1980,D:Ascot,PN:,SU:,prc,Ctxx,aw
BBr10,Tatoo,1980,D:B.Brooks,P:Levine,,Tcol,Ctxx,aw
BBy10,Tm:Lifepod,1980,D:Bryant,PN:,SU:,prc,Ctxx,aw
BGr10,Tm:Wilma,1980,D:Greenspan,PN:,SU:,prc,CTxx,aw
CBd10,Tm:Black Stallion,1980,D:C.Ballard,PN:,SU:,prc,Ctxx,aw
CBd20,Never Cry Wolf,1983,D:C.Ballard,PN:,SU:,prc,BioP,aw
CBd30,"Nutcracker, the Motion Picture",1989,D:C.Ballard,PN:,SU:,prc,Musc,aw
ClP10,La Boum,1980,D:Pinoteau,PN:,St:Gaumont,prc,"Dram, Romt",aw
DdP10,Le Conte de Monte Christo,1980,D:delaPatelliere,PN:,SU:,TV,Dram,aw
DeH10,Silent Scream,1980,D:D.Harris,PN:,SU:,col,Horr,CG*
DHx10,Tm:Naked Massacre,1980,D:Heroux,PN:,SU:,prc,CTxx,aw
DIr5,Tm:C.H.U.D.,1980,D:Irving,PN:Jonathan D. Kramer,SU:,prc,CTxx,aw
DIr10,"Tm:C.H.U.D. II, Bud the Chud",1984,D:Irving,PN:Jonathan D. Kramer,St:Vestron,col,CTxx,CG*
DDo10,Maenner,1980,D:Dorrie,PN:,SU:,prc,Ctxx,aw
DDo12,Ich und Er,1983,D:Dorrie,PU:,SU:,prc,Ctxx,
DDo15,Variety,1985,D:Dorrie,PN:,SU:,prc,Ctxx,aw
DDo15,Keiner liebt mich,1990,D:Dorrie,PU:,SU:,prc,Ctxx,
DDo20,"Happy Birthday, Torke!",1991,D:Dorrie,PN:,St:Cobra,col,"Susp,Comd",aw
DDo25,Bin Ich schoen?,1998,D:Dorrie,PU:,SU:,prc,Ctxx,
EBi10,Tm:The Fan,1980,D:Bianchi,PN:Robert Stigwood,"St:Paramount, Filmways",Tcol,Susp,H
ErK10,Tm:The Octagon,1980,D:Karsen,PN:,SU:,prc,CTxx,aw
ErK20,Tm:Angel Town,1989,D:Karsen,PN:Ash K. Shah,SU:,col,Actn,
ErK30,Nemesis,1992,D:Karsen,PN:Alan Schecter,St:Imperial,col,Actn,
FOR10,Beverly Hills Vamp,1982,D:F.O.Ray,PN:,SU:,col,Porn,
FOR12,Scream Queen Hot Tub Party,1984,D:F.O.Ray,PN:,SU:,col,Porn,
FOR12,Scream Queen Hot Tub Party,1984,D:F.O.Ray,PN:,SU:,col,Porn,
FOR20,Hollywood Chain Saw Hookers,1988,D:F.O.Ray,PN:,SU:,col,Porn,
FOR30,Gad Girls from Mars,1990,D:F.O.Ray,PN:,SU:,col,"ScFi,Porn",
FRa10,The Assault,1980,D:Rademakers,PN:Rademakers,"St:, SD:MGM",col,Dram,AAfor
